account,month,event_group,fee_type,sku,asin,amount,qty
NEXLEV,2026-08,RefundCharge,ShippingCharge,FBA79276,B0D2LJSQXZ,-117.8,3.0
NEXLEV,2026-08,RefundCharge,ShippingCharge,FBA79280,B0D845B2DG,-33.9,1.0
NEXLEV,2026-08,RefundCharge,ShippingCharge,FBA79349,B0D9KDQCCM,-304.8,8.0
NEXLEV,2026-08,RefundCharge,ShippingCharge,FBA79373,B0D2P5TGWK,-101.69999999999999,3.0
NEXLEV,2026-08,RefundCharge,ShippingCharge,FBA79405,B0D9KFP4MG,-135.6,4.0
NEXLEV,2026-08,RefundCharge,ShippingCharge,FBA79406,B0DCK3N2JJ,-134.75,3.0
NEXLEV,2026-08,RefundCharge,ShippingCharge,FBA79439,B0DCK7ZH5P,-236.44,6.0
NEXLEV,2026-08,RefundCharge,ShippingCharge,FBA79452,B0DCGHVN81,-237.29999999999998,7.0
NEXLEV,2026-08,RefundCharge,ShippingCharge,FBA79463,B0DCK56Q85,-33.9,1.0
NEXLEV,2026-08,RefundCharge,ShippingCharge,FBA79469,B0DCK4DR1B,-100.85,2.0
NEXLEV,2026-08,RefundCharge,ShippingCharge,FBA79472,B0DFCDZWND,-38.1,1.0
NEXLEV,2026-08,RefundCharge,ShippingCharge,FBA79480,B0DDC3GVZW,-33.9,1.0
NEXLEV,2026-08,RefundCharge,ShippingCharge,FBA79488,B0DFCG2VGS,-83.9,2.0
NEXLEV,2026-08,RefundCharge,ShippingCharge,FBA79493,B0DQCWRG3H,-2995.7799999999997,70.0
NEXLEV,2026-08,RefundCharge,ShippingCharge,FBA79567,B0DNJS23HS,-787.51,23.0
NEXLEV,2026-08,RefundCharge,ShippingCharge,FBA79570,B0DKJXRXKM,-101.69999999999999,3.0
NEXLEV,2026-08,RefundCharge,ShippingCharge,FBA79590,B0DM6BB3VT,-132.38,2.0
NEXLEV,2026-08,RefundCharge,ShippingCharge,FBA79596,B0DMT19RWC,-38.1,1.0
NEXLEV,2026-08,RefundCharge,ShippingCharge,FBA79606,B0F2N37819,-16.1,1.0
NEXLEV,2026-08,RefundCharge,ShippingCharge,FBA79652,B0F43P6D23,-639.84,17.0
NEXLEV,2026-08,RefundCharge,ShippingCharge,FBA79673,B0FJG5PFGQ,-33.9,1.0
NEXLEV,2026-08,RefundCharge,ShippingCharge,FBA79679,B0DVC7VJP1,-169.5,5.0
NEXLEV,2026-08,RefundCharge,ShippingCharge,FBA79682,B0DVC8NYY2,-33.9,1.0
NEXLEV,2026-08,RefundCharge,ShippingCharge,FBA79686,B0DV94R4QD,-38.1,1.0
NEXLEV,2026-08,RefundCharge,ShippingCharge,FBA79689,B0DVSZ2VVJ,-38.1,1.0
NEXLEV,2026-08,RefundCharge,ShippingCharge,FBA79692,B0DVC58QPZ,-33.9,1.0
NEXLEV,2026-08,RefundCharge,ShippingCharge,FBA79698,B0DTK4FY1G,-38.1,1.0
NEXLEV,2026-08,RefundCharge,ShippingCharge,FBA79699,B0DTYDTKN8,-33.9,1.0
NEXLEV,2026-08,RefundCharge,ShippingCharge,FBA79721,B0F2N4N83Y,-67.8,2.0
NEXLEV,2026-08,RefundCharge,ShippingCharge,FBA79771,B0F678L8YT,-33.9,1.0
NEXLEV,2026-08,RefundCharge,ShippingCharge,FBA79773,B0F74DJYG6,-67.8,2.0
NEXLEV,2026-08,RefundCharge,ShippingCharge,FBA79775,B0F67775SH,-33.9,1.0
NEXLEV,2026-08,RefundCharge,ShippingCharge,FBA79811,B0FSF1N457,-135.6,4.0
NEXLEV,2026-08,RefundCharge,ShippingCharge,FBA79812,B0FS6TB7CP,-151.7,4.0
NEXLEV,2026-08,RefundCharge,ShippingCharge,FBA79849,B0FPGDVVCX,-33.9,1.0
NEXLEV,2026-08,RefundCharge,ShippingCharge,FBA79971,B0GGHZWMVW,-271.2,8.0
NEXLEV,2026-08,RefundCharge,ShippingCharge,FBA79984,B0GM1CZC7Y,-117.8,4.0
NEXLEV,2026-08,RefundCharge,ShippingCharge,FBA79989,B0GN86G345,-33.9,1.0
NEXLEV,2026-08,RefundCharge,ShippingCharge,FBA79991,B0GN85NZQN,-372.9,11.0
NEXLEV,2026-08,RefundCharge,ShippingCharge,FBA79992,B0GN94YDY2,-33.9,1.0
NEXLEV,2026-08,RefundCharge,ShippingCharge,FBA79993,B0GN8WW6BC,-33.9,1.0
NEXLEV,2026-08,RefundCharge,ShippingCharge,FBK79271,B0DQ8W1RBV,-33.9,1.0
NEXLEV,2026-08,RefundCharge,ShippingCharge,FBK79347,B0D842173P,-66.95,1.0
NEXLEV,2026-08,RefundCharge,ShippingCharge,FBK79591,B0F29SZCVF,-38.1,1.0
NEXLEV,2026-08,RefundCharge,ShippingCharge,FBK80015,B0GKNGWLJ2,-33.9,1.0
NEXLEV,2026-08,RefundCharge,ShippingCharge,FBK80024,B0GLHC8CB3,-33.9,1.0
NEXLEV,2026-08,RefundCharge,ShippingCharge,FBP79350,B0D67727VG,-152.4,4.0
NEXLEV,2026-08,RefundCharge,ShippingTax,FBA78980,B0CDPMX152,-39.35,5.0
NEXLEV,2026-08,RefundCharge,ShippingTax,FBA78981,B0CDPP45BM,-331.7,43.0
NEXLEV,2026-08,RefundCharge,ShippingTax,FBA79229,B0CQX9ZZMH,-6.1,1.0
NEXLEV,2026-08,RefundCharge,ShippingTax,FBA79263,B0CYSLCRQS,-91.06,15.0
NEXLEV,2026-08,RefundCharge,ShippingTax,FBA79273,B0D2LKB4BJ,-6.1,1.0
NEXLEV,2026-08,RefundCharge,ShippingTax,FBA79276,B0D2LJSQXZ,-21.2,3.0
NEXLEV,2026-08,RefundCharge,ShippingTax,FBA79280,B0D845B2DG,-6.1,1.0
NEXLEV,2026-08,RefundCharge,ShippingTax,FBA79349,B0D9KDQCCM,-15.2,8.0
NEXLEV,2026-08,RefundCharge,ShippingTax,FBA79373,B0D2P5TGWK,-18.299999999999997,3.0
NEXLEV,2026-08,RefundCharge,ShippingTax,FBA79405,B0D9KFP4MG,-24.4,4.0
NEXLEV,2026-08,RefundCharge,ShippingTax,FBA79406,B0DCK3N2JJ,-24.25,3.0
NEXLEV,2026-08,RefundCharge,ShippingTax,FBA79439,B0DCK7ZH5P,-42.56,6.0
NEXLEV,2026-08,RefundCharge,ShippingTax,FBA79452,B0DCGHVN81,-42.699999999999996,7.0
NEXLEV,2026-08,RefundCharge,ShippingTax,FBA79463,B0DCK56Q85,-6.1,1.0
NEXLEV,2026-08,RefundCharge,ShippingTax,FBA79469,B0DCK4DR1B,-18.15,2.0
NEXLEV,2026-08,RefundCharge,ShippingTax,FBA79472,B0DFCDZWND,-1.9,1.0
NEXLEV,2026-08,RefundCharge,ShippingTax,FBA79480,B0DDC3GVZW,-6.1,1.0
NEXLEV,2026-08,RefundCharge,ShippingTax,FBA79488,B0DFCG2VGS,-15.1,2.0
NEXLEV,2026-08,RefundCharge,ShippingTax,FBA79493,B0DQCWRG3H,-539.22,70.0
NEXLEV,2026-08,RefundCharge,ShippingTax,FBA79567,B0DNJS23HS,-141.74,23.0
NEXLEV,2026-08,RefundCharge,ShippingTax,FBA79570,B0DKJXRXKM,-18.299999999999997,3.0
NEXLEV,2026-08,RefundCharge,ShippingTax,FBA79590,B0DM6BB3VT,-6.619999999999999,2.0
NEXLEV,2026-08,RefundCharge,ShippingTax,FBA79596,B0DMT19RWC,-1.9,1.0
NEXLEV,2026-08,RefundCharge,ShippingTax,FBA79606,B0F2N37819,-2.9,1.0
NEXLEV,2026-08,RefundCharge,ShippingTax,FBA79652,B0F43P6D23,-115.16,17.0
NEXLEV,2026-08,RefundCharge,ShippingTax,FBA79673,B0FJG5PFGQ,-6.1,1.0
NEXLEV,2026-08,RefundCharge,ShippingTax,FBA79679,B0DVC7VJP1,-30.5,5.0
NEXLEV,2026-08,RefundCharge,ShippingTax,FBA79682,B0DVC8NYY2,-6.1,1.0
NEXLEV,2026-08,RefundCharge,ShippingTax,FBA79686,B0DV94R4QD,-1.9,1.0
NEXLEV,2026-08,RefundCharge,ShippingTax,FBA79689,B0DVSZ2VVJ,-1.9,1.0
NEXLEV,2026-08,RefundCharge,ShippingTax,FBA79692,B0DVC58QPZ,-6.1,1.0
NEXLEV,2026-08,RefundCharge,ShippingTax,FBA79698,B0DTK4FY1G,-1.9,1.0
NEXLEV,2026-08,RefundCharge,ShippingTax,FBA79699,B0DTYDTKN8,-6.1,1.0
NEXLEV,2026-08,RefundCharge,ShippingTax,FBA79721,B0F2N4N83Y,-12.2,2.0
NEXLEV,2026-08,RefundCharge,ShippingTax,FBA79771,B0F678L8YT,-6.1,1.0
NEXLEV,2026-08,RefundCharge,ShippingTax,FBA79773,B0F74DJYG6,-12.2,2.0
NEXLEV,2026-08,RefundCharge,ShippingTax,FBA79775,B0F67775SH,-6.1,1.0
NEXLEV,2026-08,RefundCharge,ShippingTax,FBA79811,B0FSF1N457,-24.4,4.0
NEXLEV,2026-08,RefundCharge,ShippingTax,FBA79812,B0FS6TB7CP,-27.299999999999997,4.0
NEXLEV,2026-08,RefundCharge,ShippingTax,FBA79849,B0FPGDVVCX,-6.1,1.0
NEXLEV,2026-08,RefundCharge,ShippingTax,FBA79971,B0GGHZWMVW,-48.8,8.0
NEXLEV,2026-08,RefundCharge,ShippingTax,FBA79984,B0GM1CZC7Y,-21.2,4.0
NEXLEV,2026-08,RefundCharge,ShippingTax,FBA79989,B0GN86G345,-6.1,1.0
NEXLEV,2026-08,RefundCharge,ShippingTax,FBA79991,B0GN85NZQN,-67.1,11.0
NEXLEV,2026-08,RefundCharge,ShippingTax,FBA79992,B0GN94YDY2,-6.1,1.0
NEXLEV,2026-08,RefundCharge,ShippingTax,FBA79993,B0GN8WW6BC,-6.1,1.0
NEXLEV,2026-08,RefundCharge,ShippingTax,FBK79271,B0DQ8W1RBV,-6.1,1.0
NEXLEV,2026-08,RefundCharge,ShippingTax,FBK79347,B0D842173P,-12.05,1.0
NEXLEV,2026-08,RefundCharge,ShippingTax,FBK79591,B0F29SZCVF,-1.9,1.0
NEXLEV,2026-08,RefundCharge,ShippingTax,FBK80015,B0GKNGWLJ2,-6.1,1.0
NEXLEV,2026-08,RefundCharge,ShippingTax,FBK80024,B0GLHC8CB3,-6.1,1.0
NEXLEV,2026-08,RefundCharge,ShippingTax,FBP79350,B0D67727VG,-7.6,4.0
NEXLEV,2026-08,RefundCharge,TCS-CGST,FBA78980,B0CDPMX152,45.71,10.0
NEXLEV,2026-08,RefundCharge,TCS-CGST,FBA78981,B0CDPP45BM,507.53000000000003,60.0
NEXLEV,2026-08,RefundCharge,TCS-CGST,FBA79263,B0CYSLCRQS,115.85,19.0
NEXLEV,2026-08,RefundCharge,TCS-CGST,FBA79276,B0D2LJSQXZ,15.950000000000001,2.0
NEXLEV,2026-08,RefundCharge,TCS-CGST,FBA79279,B0D8445KJN,1.8,1.0
NEXLEV,2026-08,RefundCharge,TCS-CGST,FBA79280,B0D845B2DG,2.9,1.0
NEXLEV,2026-08,RefundCharge,TCS-CGST,FBA79349,B0D9KDQCCM,14.04,6.0
NEXLEV,2026-08,RefundCharge,TCS-CGST,FBA79373,B0D2P5TGWK,1.97,3.0
NEXLEV,2026-08,RefundCharge,TCS-CGST,FBA79381,B0D9KCNVNM,2.81,1.0
NEXLEV,2026-08,RefundCharge,TCS-CGST,FBA79405,B0D9KFP4MG,3.74,1.0
NEXLEV,2026-08,RefundCharge,TCS-CGST,FBA79406,B0DCK3N2JJ,16.77,3.0
NEXLEV,2026-08,RefundCharge,TCS-CGST,FBA79436,B0DGTGKPJR,0.63,1.0
NEXLEV,2026-08,RefundCharge,TCS-CGST,FBA79439,B0DCK7ZH5P,91.73,13.0
NEXLEV,2026-08,RefundCharge,TCS-CGST,FBA79452,B0DCGHVN81,12.75,3.0
NEXLEV,2026-08,RefundCharge,TCS-CGST,FBA79463,B0DCK56Q85,5.5,1.0
NEXLEV,2026-08,RefundCharge,TCS-CGST,FBA79472,B0DFCDZWND,3.25,1.0
NEXLEV,2026-08,RefundCharge,TCS-CGST,FBA79480,B0DDC3GVZW,3.37,1.0
NEXLEV,2026-08,RefundCharge,TCS-CGST,FBA79488,B0DFCG2VGS,7.42,2.0
NEXLEV,2026-08,RefundCharge,TCS-CGST,FBA79493,B0DQCWRG3H,121.24000000000001,29.0
NEXLEV,2026-08,RefundCharge,TCS-CGST,FBA79567,B0DNJS23HS,431.15000000000003,35.0
NEXLEV,2026-08,RefundCharge,TCS-CGST,FBA79590,B0DM6BB3VT,7.38,1.0
NEXLEV,2026-08,RefundCharge,TCS-CGST,FBA79606,B0F2N37819,0.63,1.0
NEXLEV,2026-08,RefundCharge,TCS-CGST,FBA79652,B0F43P6D23,96.99,13.0
NEXLEV,2026-08,RefundCharge,TCS-CGST,FBA79673,B0FJG5PFGQ,1.68,1.0
NEXLEV,2026-08,RefundCharge,TCS-CGST,FBA79771,B0F678L8YT,1.27,1.0
NEXLEV,2026-08,RefundCharge,TCS-CGST,FBA79773,B0F74DJYG6,2.6500000000000004,5.0
NEXLEV,2026-08,RefundCharge,TCS-CGST,FBA79775,B0F67775SH,0.53,1.0
NEXLEV,2026-08,RefundCharge,TCS-CGST,FBA79811,B0FSF1N457,1.27,1.0
NEXLEV,2026-08,RefundCharge,TCS-CGST,FBA79812,B0FS6TB7CP,9.32,2.0
NEXLEV,2026-08,RefundCharge,TCS-CGST,FBA79849,B0FPGDVVCX,12.07,1.0
NEXLEV,2026-08,RefundCharge,TCS-CGST,FBA79971,B0GGHZWMVW,217.93,9.0
NEXLEV,2026-08,RefundCharge,TCS-CGST,FBA79984,B0GM1CZC7Y,42.53,4.0
NEXLEV,2026-08,RefundCharge,TCS-CGST,FBA79989,B0GN86G345,5.19,1.0
NEXLEV,2026-08,RefundCharge,TCS-CGST,FBA79991,B0GN85NZQN,59.730000000000004,5.0
NEXLEV,2026-08,RefundCharge,TCS-CGST,FBA79992,B0GN94YDY2,66.74,3.0
NEXLEV,2026-08,RefundCharge,TCS-CGST,FBA79993,B0GN8WW6BC,58.730000000000004,2.0
NEXLEV,2026-08,RefundCharge,TCS-CGST,FBK79271,B0DQ8W1RBV,3.14,1.0
NEXLEV,2026-08,RefundCharge,TCS-CGST,FBK79714,,0.63,1.0
NEXLEV,2026-08,RefundCharge,TCS-CGST,FBK80024,B0GLHC8CB3,3.42,1.0
NEXLEV,2026-08,RefundCharge,TCS-CGST,FBP79350,B0D67727VG,2.33,1.0
NEXLEV,2026-08,RefundCharge,TCS-IGST,FBA78980,B0CDPMX152,18.75,3.0
NEXLEV,2026-08,RefundCharge,TCS-IGST,FBA78981,B0CDPP45BM,388.77000000000004,23.0
NEXLEV,2026-08,RefundCharge,TCS-IGST,FBA78995,B0CDQ55W2M,3.26,1.0
NEXLEV,2026-08,RefundCharge,TCS-IGST,FBA79229,B0CQX9ZZMH,9.88,1.0
NEXLEV,2026-08,RefundCharge,TCS-IGST,FBA79263,B0CYSLCRQS,111.6,9.0
NEXLEV,2026-08,RefundCharge,TCS-IGST,FBA79273,B0D2LKB4BJ,3.32,1.0
NEXLEV,2026-08,RefundCharge,TCS-IGST,FBA79276,B0D2LJSQXZ,95.5,6.0
NEXLEV,2026-08,RefundCharge,TCS-IGST,FBA79277,B0D672NXC8,30.5,1.0
NEXLEV,2026-08,RefundCharge,TCS-IGST,FBA79332,B0D63FKYZ5,5.04,1.0
NEXLEV,2026-08,RefundCharge,TCS-IGST,FBA79349,B0D9KDQCCM,32.839999999999996,7.0
NEXLEV,2026-08,RefundCharge,TCS-IGST,FBA79373,B0D2P5TGWK,2.51,2.0
NEXLEV,2026-08,RefundCharge,TCS-IGST,FBA79374,B0D2P7WLJB,1.24,1.0
NEXLEV,2026-08,RefundCharge,TCS-IGST,FBA79405,B0D9KFP4MG,46.13,6.0
NEXLEV,2026-08,RefundCharge,TCS-IGST,FBA79406,B0DCK3N2JJ,43.53,4.0
NEXLEV,2026-08,RefundCharge,TCS-IGST,FBA79436,B0DGTGKPJR,2.54,2.0
NEXLEV,2026-08,RefundCharge,TCS-IGST,FBA79439,B0DCK7ZH5P,57.480000000000004,4.0
NEXLEV,2026-08,RefundCharge,TCS-IGST,FBA79440,B0DCGHKRXX,15.940000000000001,2.0
NEXLEV,2026-08,RefundCharge,TCS-IGST,FBA79452,B0DCGHVN81,61.220000000000006,7.0
NEXLEV,2026-08,RefundCharge,TCS-IGST,FBA79463,B0DCK56Q85,21.810000000000002,2.0
NEXLEV,2026-08,RefundCharge,TCS-IGST,FBA79467,B0DK9LYT4P,4.15,1.0
NEXLEV,2026-08,RefundCharge,TCS-IGST,FBA79469,B0DCK4DR1B,11.17,2.0
NEXLEV,2026-08,RefundCharge,TCS-IGST,FBA79492,B0DT6Y7KJM,8.98,1.0
NEXLEV,2026-08,RefundCharge,TCS-IGST,FBA79493,B0DQCWRG3H,382.0,46.0
NEXLEV,2026-08,RefundCharge,TCS-IGST,FBA79567,B0DNJS23HS,494.84000000000003,20.0
NEXLEV,2026-08,RefundCharge,TCS-IGST,FBA79570,B0DKJXRXKM,21.84,3.0
NEXLEV,2026-08,RefundCharge,TCS-IGST,FBA79590,B0DM6BB3VT,27.68,2.0
NEXLEV,2026-08,RefundCharge,TCS-IGST,FBA79596,B0DMT19RWC,8.83,1.0
NEXLEV,2026-08,RefundCharge,TCS-IGST,FBA79652,B0F43P6D23,804.74,54.0
NEXLEV,2026-08,RefundCharge,TCS-IGST,FBA79673,B0FJG5PFGQ,6.72,2.0
NEXLEV,2026-08,RefundCharge,TCS-IGST,FBA79679,B0DVC7VJP1,188.07999999999998,7.0
NEXLEV,2026-08,RefundCharge,TCS-IGST,FBA79682,B0DVC8NYY2,23.57,3.0
NEXLEV,2026-08,RefundCharge,TCS-IGST,FBA79686,B0DV94R4QD,4.54,1.0
NEXLEV,2026-08,RefundCharge,TCS-IGST,FBA79689,B0DVSZ2VVJ,28.57,1.0
NEXLEV,2026-08,RefundCharge,TCS-IGST,FBA79692,B0DVC58QPZ,18.41,1.0
NEXLEV,2026-08,RefundCharge,TCS-IGST,FBA79698,B0DTK4FY1G,12.11,1.0
NEXLEV,2026-08,RefundCharge,TCS-IGST,FBA79699,B0DTYDTKN8,35.92,2.0
NEXLEV,2026-08,RefundCharge,TCS-IGST,FBA79721,B0F2N4N83Y,2.96,4.0
NEXLEV,2026-08,RefundCharge,TCS-IGST,FBA79773,B0F74DJYG6,8.4,8.0
NEXLEV,2026-08,RefundCharge,TCS-IGST,FBA79775,B0F67775SH,2.12,2.0
NEXLEV,2026-08,RefundCharge,TCS-IGST,FBA79811,B0FSF1N457,9.89,4.0
NEXLEV,2026-08,RefundCharge,TCS-IGST,FBA79812,B0FS6TB7CP,37.53,4.0
NEXLEV,2026-08,RefundCharge,TCS-IGST,FBA79843,B0FMF1D9NV,1.17,1.0
NEXLEV,2026-08,RefundCharge,TCS-IGST,FBA79849,B0FPGDVVCX,49.94,2.0
NEXLEV,2026-08,RefundCharge,TCS-IGST,FBA79971,B0GGHZWMVW,788.29,16.0
NEXLEV,2026-08,RefundCharge,TCS-IGST,FBA79984,B0GM1CZC7Y,44.45,2.0
NEXLEV,2026-08,RefundCharge,TCS-IGST,FBA79989,B0GN86G345,10.38,1.0
NEXLEV,2026-08,RefundCharge,TCS-IGST,FBA79991,B0GN85NZQN,561.21,24.0
NEXLEV,2026-08,RefundCharge,TCS-IGST,FBA79992,B0GN94YDY2,43.02,1.0
NEXLEV,2026-08,RefundCharge,TCS-IGST,FBA79993,B0GN8WW6BC,59.32,1.0
NEXLEV,2026-08,RefundCharge,TCS-IGST,FBA80113,B0GYS6CJD9,3.81,3.0
NEXLEV,2026-08,RefundCharge,TCS-IGST,FBK79271,B0DQ8W1RBV,6.28,1.0
NEXLEV,2026-08,RefundCharge,TCS-IGST,FBK79347,B0D842173P,3.69,1.0
NEXLEV,2026-08,RefundCharge,TCS-IGST,FBK79591,B0F29SZCVF,7.31,1.0
NEXLEV,2026-08,RefundCharge,TCS-IGST,FBK80015,B0GKNGWLJ2,16.52,1.0
NEXLEV,2026-08,RefundCharge,TCS-IGST,FBM79773,,5.08,4.0
NEXLEV,2026-08,RefundCharge,TCS-IGST,FBP79350,B0D67727VG,25.92,5.0
NEXLEV,2026-08,RefundCharge,TCS-SGST,FBA78980,B0CDPMX152,45.71,10.0
NEXLEV,2026-08,RefundCharge,TCS-SGST,FBA78981,B0CDPP45BM,507.53000000000003,60.0
NEXLEV,2026-08,RefundCharge,TCS-SGST,FBA79263,B0CYSLCRQS,115.85,19.0
NEXLEV,2026-08,RefundCharge,TCS-SGST,FBA79276,B0D2LJSQXZ,15.950000000000001,2.0
NEXLEV,2026-08,RefundCharge,TCS-SGST,FBA79279,B0D8445KJN,1.8,1.0
NEXLEV,2026-08,RefundCharge,TCS-SGST,FBA79280,B0D845B2DG,2.9,1.0
NEXLEV,2026-08,RefundCharge,TCS-SGST,FBA79349,B0D9KDQCCM,14.04,6.0
NEXLEV,2026-08,RefundCharge,TCS-SGST,FBA79373,B0D2P5TGWK,1.97,3.0
NEXLEV,2026-08,RefundCharge,TCS-SGST,FBA79381,B0D9KCNVNM,2.81,1.0
NEXLEV,2026-08,RefundCharge,TCS-SGST,FBA79405,B0D9KFP4MG,3.74,1.0
NEXLEV,2026-08,RefundCharge,TCS-SGST,FBA79406,B0DCK3N2JJ,16.77,3.0
NEXLEV,2026-08,RefundCharge,TCS-SGST,FBA79436,B0DGTGKPJR,0.63,1.0
NEXLEV,2026-08,RefundCharge,TCS-SGST,FBA79439,B0DCK7ZH5P,91.73,13.0
NEXLEV,2026-08,RefundCharge,TCS-SGST,FBA79452,B0DCGHVN81,12.75,3.0
NEXLEV,2026-08,RefundCharge,TCS-SGST,FBA79463,B0DCK56Q85,5.5,1.0
NEXLEV,2026-08,RefundCharge,TCS-SGST,FBA79472,B0DFCDZWND,3.25,1.0
NEXLEV,2026-08,RefundCharge,TCS-SGST,FBA79480,B0DDC3GVZW,3.37,1.0
NEXLEV,2026-08,RefundCharge,TCS-SGST,FBA79488,B0DFCG2VGS,7.42,2.0
NEXLEV,2026-08,RefundCharge,TCS-SGST,FBA79493,B0DQCWRG3H,121.24000000000001,29.0
NEXLEV,2026-08,RefundCharge,TCS-SGST,FBA79567,B0DNJS23HS,431.15000000000003,35.0
NEXLEV,2026-08,RefundCharge,TCS-SGST,FBA79590,B0DM6BB3VT,7.38,1.0
NEXLEV,2026-08,RefundCharge,TCS-SGST,FBA79606,B0F2N37819,0.63,1.0
NEXLEV,2026-08,RefundCharge,TCS-SGST,FBA79652,B0F43P6D23,96.99,13.0
NEXLEV,2026-08,RefundCharge,TCS-SGST,FBA79673,B0FJG5PFGQ,1.68,1.0
NEXLEV,2026-08,RefundCharge,TCS-SGST,FBA79771,B0F678L8YT,1.27,1.0
NEXLEV,2026-08,RefundCharge,TCS-SGST,FBA79773,B0F74DJYG6,2.6500000000000004,5.0
NEXLEV,2026-08,RefundCharge,TCS-SGST,FBA79775,B0F67775SH,0.53,1.0
NEXLEV,2026-08,RefundCharge,TCS-SGST,FBA79811,B0FSF1N457,1.27,1.0
NEXLEV,2026-08,RefundCharge,TCS-SGST,FBA79812,B0FS6TB7CP,9.32,2.0
NEXLEV,2026-08,RefundCharge,TCS-SGST,FBA79849,B0FPGDVVCX,12.07,1.0
NEXLEV,2026-08,RefundCharge,TCS-SGST,FBA79971,B0GGHZWMVW,217.93,9.0
NEXLEV,2026-08,RefundCharge,TCS-SGST,FBA79984,B0GM1CZC7Y,42.53,4.0
NEXLEV,2026-08,RefundCharge,TCS-SGST,FBA79989,B0GN86G345,5.19,1.0
NEXLEV,2026-08,RefundCharge,TCS-SGST,FBA79991,B0GN85NZQN,59.730000000000004,5.0
NEXLEV,2026-08,RefundCharge,TCS-SGST,FBA79992,B0GN94YDY2,66.74,3.0
NEXLEV,2026-08,RefundCharge,TCS-SGST,FBA79993,B0GN8WW6BC,58.730000000000004,2.0
NEXLEV,2026-08,RefundCharge,TCS-SGST,FBK79271,B0DQ8W1RBV,3.14,1.0
NEXLEV,2026-08,RefundCharge,TCS-SGST,FBK79714,,0.63,1.0
NEXLEV,2026-08,RefundCharge,TCS-SGST,FBK80024,B0GLHC8CB3,3.42,1.0
NEXLEV,2026-08,RefundCharge,TCS-SGST,FBP79350,B0D67727VG,2.33,1.0
NEXLEV,2026-08,RefundCharge,Tax,FBA78980,B0CDPMX152,-3956.5,12.0
NEXLEV,2026-08,RefundCharge,Tax,FBA78981,B0CDPP45BM,-50750.63,83.0
NEXLEV,2026-08,RefundCharge,Tax,FBA78995,B0CDQ55W2M,-33.29,1.0
NEXLEV,2026-08,RefundCharge,Tax,FBA79229,B0CQX9ZZMH,-355.58,1.0
NEXLEV,2026-08,RefundCharge,Tax,FBA79263,B0CYSLCRQS,-12442.16,28.0
NEXLEV,2026-08,RefundCharge,Tax,FBA79273,B0D2LKB4BJ,-121.88,1.0
NEXLEV,2026-08,RefundCharge,Tax,FBA79276,B0D2LJSQXZ,-4576.58,8.0
NEXLEV,2026-08,RefundCharge,Tax,FBA79277,B0D672NXC8,-1098.15,1.0
NEXLEV,2026-08,RefundCharge,Tax,FBA79279,B0D8445KJN,-129.5,1.0
NEXLEV,2026-08,RefundCharge,Tax,FBA79280,B0D845B2DG,-213.4,1.0
NEXLEV,2026-08,RefundCharge,Tax,FBA79332,B0D63FKYZ5,-50.43,1.0
NEXLEV,2026-08,RefundCharge,Tax,FBA79349,B0D9KDQCCM,-608.93,13.0
NEXLEV,2026-08,RefundCharge,Tax,FBA79373,B0D2P5TGWK,-228.07999999999998,5.0
NEXLEV,2026-08,RefundCharge,Tax,FBA79374,B0D2P7WLJB,-45.61,1.0
NEXLEV,2026-08,RefundCharge,Tax,FBA79381,B0D9KCNVNM,-201.96,1.0
NEXLEV,2026-08,RefundCharge,Tax,FBA79405,B0D9KFP4MG,-1940.63,7.0
NEXLEV,2026-08,RefundCharge,Tax,FBA79406,B0DCK3N2JJ,-2763.0,7.0
NEXLEV,2026-08,RefundCharge,Tax,FBA79436,B0DGTGKPJR,-136.84,3.0
NEXLEV,2026-08,RefundCharge,Tax,FBA79439,B0DCK7ZH5P,-8713.71,17.0
NEXLEV,2026-08,RefundCharge,Tax,FBA79440,B0DCGHKRXX,-579.36,2.0
NEXLEV,2026-08,RefundCharge,Tax,FBA79452,B0DCGHVN81,-3140.87,10.0
NEXLEV,2026-08,RefundCharge,Tax,FBA79463,B0DCK56Q85,-1189.36,3.0
NEXLEV,2026-08,RefundCharge,Tax,FBA79467,B0DK9LYT4P,-152.39,1.0
NEXLEV,2026-08,RefundCharge,Tax,FBA79469,B0DCK4DR1B,-390.2,2.0
NEXLEV,2026-08,RefundCharge,Tax,FBA79472,B0DFCDZWND,-65.1,1.0
NEXLEV,2026-08,RefundCharge,Tax,FBA79480,B0DDC3GVZW,-242.38,1.0
NEXLEV,2026-08,RefundCharge,Tax,FBA79488,B0DFCG2VGS,-533.6,2.0
NEXLEV,2026-08,RefundCharge,Tax,FBA79492,B0DT6Y7KJM,-323.24,1.0
NEXLEV,2026-08,RefundCharge,Tax,FBA79493,B0DQCWRG3H,-22508.54,75.0
NEXLEV,2026-08,RefundCharge,Tax,FBA79567,B0DNJS23HS,-49189.58,55.0
NEXLEV,2026-08,RefundCharge,Tax,FBA79570,B0DKJXRXKM,-785.76,3.0
NEXLEV,2026-08,RefundCharge,Tax,FBA79590,B0DM6BB3VT,-422.42,3.0
NEXLEV,2026-08,RefundCharge,Tax,FBA79596,B0DMT19RWC,-88.29,1.0
NEXLEV,2026-08,RefundCharge,Tax,FBA79606,B0F2N37819,-45.62,1.0
NEXLEV,2026-08,RefundCharge,Tax,FBA79652,B0F43P6D23,-36101.33,67.0
