asin,week,brand,SKU,Model,(Parent) ASIN,Title,sessions,Sessions - Total - B2B,Session Percentage - Total,Session Percentage - Total - B2B,Page Views - Total,Page Views - Total - B2B,Page Views Percentage - Total,Page Views Percentage - Total - B2B,buy_box_pct,Featured Offer Percentage - B2B,units_ordered,Units Ordered - B2B,conversion_pct,Unit Session Percentage - B2B,ordered_product_sales,Ordered Product Sales - B2B,Total Order Items,Total Order Items - B2B,gmv,Spend,Clicks,Impressions,attributed_sales,ams_orders,ad_channel,acos,roas,tacos,cac,attributed_sales_pct,organic_sales_pct
B0C89RHY4W,20,Fossil,FBA79031,ES5306,B0C89RHY4W,Fossil Analog White Dial Women's Watch-Es5306 - Stainless Steel,98,0,0.0005,0.0,135,0,0.0005,0.0,0.9412,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,,,,,,,
B0CBCWGTGR,20,Fossil,FBA79029,DZ2189,B0CBCWGTGR,"Diesel Leather Analog Blue Dial Men Watch-Dz2189, Brown Band",52,1,0.0003,0.0003,67,1,0.0002,0.0002,1.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,,,,,,,
B0CCHHGG9B,20,Fossil,FBA79048,AR11575,B0CCHHGG9B,Emporio Armani Silver Watch AR11575,45,0,0.0002,0.0,64,0,0.0002,0.0,0.98,0.0,2,0,0.0444,0.0,13554.23728813559,0,2,0,0,0,0,0,0,0,,,,,,,
B0CCHKHCTD,20,Fossil,FBA79040,AR70010,B0CCHKHCTD,Emporio Armani Analog Gray Dial Men's Ceramic Watch-Ar70010,224,6,0.0011,0.0016,305,6,0.0011,0.0011,0.5328,0.3333,1,0,0.0045,0.0,23724.57627118644,0,1,0,0,0,0,0,0,0,,,,,,,
B0CCHLL1ZJ,20,Fossil,FBA79377,AR11568,B0CCHLL1ZJ,Emporio Armani Analog Silver Dial Women's Watch-AR11568,16,0,0.0001,0.0,18,0,0.0001,0.0,1.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,,,,,,,
B0CDQHYGLW,20,Fossil,FBA79221,AR11558,B0CDQHYGLW,Emporio Armani Analog Multicolor Dial Women's Watch-AR11558,40,0,0.0002,0.0,44,0,0.0002,0.0,1.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,,,,,,,
B0CF5XZR93,20,Fossil,FBA79144,FS6032,B0CF5XZR93,Fossil Analog Black Dial Men's Watch-Fs6032 - Stainless Steel,365,2,0.0018,0.0005,484,3,0.0018,0.0006,0.977,0.0,1,0,0.0027,0.0,11435.59322033898,0,1,0,0,0,0,0,0,0,,,,,,,
B0CF61X2BG,20,Fossil,FBA79148,FS6029,B0CF61X2BG,Fossil Analog Blue Dial Men's Watch-Fs6029 - Stainless Steel,231,12,0.0012,0.0032,297,14,0.0011,0.0026,0.9696,1.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,,,,,,,
B0CFBB587Z,20,Fossil,FBA79223,ME3253,B0CFBB587Z,"Fossil Analog Multicolor Dial Men's Watch-ME3253 Stainless Steel, Black Strap",1010,17,0.0051,0.0045,1351,22,0.0049,0.0041,0.9395,1.0,1,0,0.001,0.0,19486.4406779661,0,1,0,0,0,0,0,0,0,,,,,,,
B0CFBCTN93,20,Fossil,FBA79224,ME3254,B0CFBCTN93,"Fossil Machine Brown Automatic Leather Watch Me3254 - Analog, Men",1119,8,0.0056,0.0021,1409,10,0.0051,0.0019,0.9131,1.0,1,0,0.0009,0.0,17791.52542372881,0,1,0,0,0,0,0,0,0,,,,,,,
B0CHXGWVZJ,20,Fossil,FBA80095,AX1746,B0CHXGWVZJ,"Armani Exchange Stainless Steel Analog Green Dial Men Watch-Ax1746, Gold Band",746,18,0.0038,0.0048,1069,35,0.0039,0.0066,0.7554,1.0,5,0,0.0067,0.0,74131.3559322034,0,5,0,0,0,0,0,0,0,,,,,,,
B0CHXTNMNX,20,Fossil,FBA79152,AX7151SET,B0CHXTNMNX,"Armani Exchange Stainless Steel Analog Blue Dial Men's Watch-Ax7151Set, Band Color:Gold",383,3,0.0019,0.0008,507,4,0.0018,0.0008,0.9587,1.0,1,0,0.0026,0.0,16944.91525423729,0,1,0,0,0,0,0,0,0,,,,,,,
B0CHXTV16D,20,Fossil,FBA79158,AX1956,B0CHXTV16D,Armani Exchange Two Tone Watch AX1956,189,1,0.001,0.0003,299,1,0.0011,0.0002,1.0,1.0,2,0,0.0106,0.0,20755.93220338983,0,2,0,0,0,0,0,0,0,,,,,,,
B0CJ6ZHK1S,20,Fossil,FBA79143,ES5323,B0CJ6ZHK1S,"Fossil Stainless Steel Analog Brown Dial Women's Watch-Es5323, Band Color:Rose Gold",251,1,0.0013,0.0003,319,2,0.0012,0.0004,0.917,1.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,,,,,,,
B0CJ6ZW8F6,20,Fossil,FBA79145,ES5319,B0CJ6ZW8F6,"Fossil Watch Ring Gold dial ES5319 for Women, Analog, Stainless Steel, Gold Strap",240,5,0.0012,0.0013,304,7,0.0011,0.0013,0.9858,0.8,2,0,0.0083,0.0,20327.1186440678,0,2,0,0,0,0,0,0,0,,,,,,,
B0CR5JQFD5,20,Fossil,FBA79321,AX2761,B0CR5JQFD5,"Armani Exchange Stainless Steel Analog Black Dial Men's Watch-Ax2761, Band Color:Black",99,1,0.0005,0.0003,140,1,0.0005,0.0002,1.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,,,,,,,
B0CR5NKB4C,20,Fossil,FBA79322,AX1962,B0CR5NKB4C,"Armani Exchange Stainless Steel Analog Men's Watch-Ax1962, Dial-Color:Black, Band Color:Two-Tone",193,7,0.001,0.0019,267,9,0.001,0.0017,0.217,0.6667,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,,,,,,,
B0CR5PZRNY,20,Fossil,FBA79305,AR11582,B0CR5PZRNY,"Emporio Armani Stainless Steel Analog Blue Dial Men's Watch-Ar11582, Band Color:Silver",34,0,0.0002,0.0,37,0,0.0001,0.0,1.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,,,,,,,
B0CR5RR8Z6,20,Fossil,FBA79283,AR11596,B0CR5RR8Z6,"Emporio Armani Stainless Steel Analog Multicolor Dial Women's Watch-Ar11596, Dial-Color:Silver, Band Color:Silver",8,0,0.0,0.0,14,0,0.0001,0.0,1.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,,,,,,,
B0CR5S175Y,20,Fossil,FBA79317,AX2454,B0CR5S175Y,"Armani Exchange Stainless Steel Analog Black Dial Men's Watch-Ax2454, Band Color:Grey",116,3,0.0006,0.0008,155,4,0.0006,0.0008,0.9067,1.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,,,,,,,
B0CRCTQH2C,20,Fossil,FBA79292,MK4805,B0CRCTQH2C,"Michael Kors Stainless Steel Analog White Dial Women's Watch-Mk4805, Band Color:Gold",33,0,0.0002,0.0,41,0,0.0001,0.0,1.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,,,,,,,
B0CRCWV9DV,20,Fossil,FBA79334,FS6048,B0CRCWV9DV,"Fossil Men Sport Tourer Silver Quartz Stainless Steel Chronograph Watch Fs6048, Green Dial, Silver Band",603,17,0.003,0.0045,832,43,0.003,0.0081,0.9797,1.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,,,,,,,
B0CRCYMKY8,20,Fossil,FBA79340,MK7474,B0CRCYMKY8,Michael Kors Analog White Dial Silver Strap Women's Watch-Mk7474,21,0,0.0001,0.0,23,0,0.0001,0.0,0.9524,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,,,,,,,
B0CRCZ8TGK,20,Fossil,FBA79324,ES5329,B0CRCZ8TGK,"Fossil Women Carlie Gold Quartz Stainless Steel Analogue Watch Es5329, Dial-Color:White",392,1,0.002,0.0003,491,6,0.0018,0.0011,0.9816,0.0,1,0,0.0026,0.0,10163.5593220339,0,1,0,0,0,0,0,0,0,,,,,,,
B0CRCZYDY6,20,Fossil,FBA79311,MK4817SET,B0CRCZYDY6,"Michael Kors Stainless Steel Analog White Dial Women's Watch-Mk4817Set, Band Color:Two-Tone",102,3,0.0005,0.0008,135,4,0.0005,0.0008,1.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,,,,,,,
B0CRD1DRXG,20,Fossil,FBA79335,ME3260,B0CRD1DRXG,"Fossil Men Townsman Silver Automatic Stainless Steel Analogue Watch Me3260, Blue Dial, Silver Band",2259,35,0.0114,0.0093,2888,44,0.0105,0.0083,0.9575,1.0,2,0,0.0009,0.0,37277.96610169492,0,2,0,0,0,0,0,0,0,,,,,,,
B0CRD2CVZL,20,Fossil,FBA79319,ES5338,B0CRD2CVZL,Fossil Analog Women Gold Gold Scarlette Quartz Stainless Steel Watch ES5338,149,3,0.0008,0.0008,197,3,0.0007,0.0006,0.9121,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,,,,,,,
B0CRD3QWVJ,20,Fossil,FBA79323,ES5331,B0CRD3QWVJ,Fossil Carlie Analog Women Silver Quartz Stainless Steel Watch ES5331,53,0,0.0003,0.0,68,0,0.0002,0.0,0.8594,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,,,,,,,
B0CRD7DH79,20,Fossil,FBA79336,FS6045,B0CRD7DH79,"Fossil Men Sport Tourer Silver Quartz Stainless Steel Chronograph Watch Fs6045, Black Dial, Silver Band",993,40,0.005,0.0106,1140,46,0.0042,0.0086,0.7946,1.0,1,0,0.001,0.0,9488.983050847459,0,1,0,0,0,0,0,0,0,,,,,,,
B0CRSQDJJ5,20,Fossil,FBA79310,MK9152,B0CRSQDJJ5,"Michael Kors Analog Green Dial Men's Stainless Steel Watch-Mk9152, Band Color:Silver",166,6,0.0008,0.0016,205,9,0.0007,0.0017,1.0,1.0,1,0,0.006,0.0,19486.4406779661,0,1,0,0,0,0,0,0,0,,,,,,,
B0CRT23BD5,20,Fossil,FBA79312,MK9153,B0CRT23BD5,"Michael Kors Stainless Steel Analog Blue Dial Men's Watch-Mk9153, Band Color:Gold",60,2,0.0003,0.0005,69,2,0.0003,0.0004,1.0,1.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,,,,,,,
B0CSK4ZCQH,20,Fossil,FBA79341,MK9163,B0CSK4ZCQH,Michael Kors Analog White Dial Men's Metal Band Watch-MK9163,202,3,0.001,0.0008,258,5,0.0009,0.0009,0.991,1.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,,,,,,,
B0CSK63BKG,20,Fossil,FBA79343,MK9156,B0CSK63BKG,Michael Kors Analog Blue Dial Men's Metal Band Watch-MK9156,46,1,0.0002,0.0003,58,1,0.0002,0.0002,1.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,,,,,,,
B0CWRLQ99S,20,Fossil,FBA79409,AX1764,B0CWRLQ99S,"Armani Exchange Stainless Steel Analog Gray Dial Men's Watch-Ax1764, Band Color-Silver",70,1,0.0004,0.0003,90,1,0.0003,0.0002,1.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,,,,,,,
B0CYMWQCKL,20,Fossil,FBA79418,AR11610,B0CYMWQCKL,"Emporio Armani Leather Analog Beige Dial Men's Watch-Ar11610, Band Color-Brown",435,1,0.0022,0.0003,568,2,0.0021,0.0004,0.9862,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,,,,,,,
B0CYNH9X11,20,Fossil,FBS79417,AR11606,B0CYNH9X11,"Emporio Armani Stainless Steel Analog Beige Dial Men's Watch-Ar11606, Band Color-Multicolor",0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,,,,,,,
B0CZ8X8CBD,20,Fossil,FBA79432,FS6056,B0CZ8X8CBD,Fossil Everett Silver Watch FS6056,165,5,0.0008,0.0013,195,6,0.0007,0.0011,0.9944,1.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,,,,,,,
B0CZ8ZKPJ9,20,Fossil,FBA79421,ES5349,B0CZ8ZKPJ9,Fossil Analog Women Blue Dive Black Dial Multi-Colour Quartz Stainless Steel Watch ES5349,522,14,0.0026,0.0037,747,23,0.0027,0.0043,0.9871,1.0,1,0,0.0019,0.0,8133.050847457627,0,1,0,0,0,0,0,0,0,,,,,,,
B0CZ91YKMP,20,Fossil,FBA79422,ES5350,B0CZ91YKMP,Fossil Blue Dive Gold Watch ES5350,69,1,0.0003,0.0003,104,1,0.0004,0.0002,0.7531,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,,,,,,,
B0CZ93BN92,20,Fossil,FBS79428,MK9165,B0CZ93BN92,Michael Kors Lexington Silver Watch MK9165,22,0,0.0001,0.0,23,0,0.0001,0.0,1.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,,,,,,,
B0CZ93JG5X,20,Fossil,FBA79426,MK4829,B0CZ93JG5X,Michael Kors Emery Silver Watch MK4829,155,0,0.0008,0.0,208,0,0.0008,0.0,1.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,,,,,,,
B0CZ94B6QL,20,Fossil,FBA79423,MK4822,B0CZ94B6QL,"Michael Kors Stainless Steel Analog Multicolor Dial Women's Watch-Mk4822, Band Color-Gold",24,0,0.0001,0.0,25,0,0.0001,0.0,1.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,,,,,,,
B0CZ9BTN24,20,Fossil,FBS79424,MK4823,B0CZ9BTN24,Michael Kors Sage Rose Gold Watch MK4823,43,0,0.0002,0.0,54,0,0.0002,0.0,1.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,,,,,,,
B0CZ9HTWNC,20,Fossil,FBA79425,MK4824,B0CZ9HTWNC,Michael Kors Sage Silver Watch MK4824,81,0,0.0004,0.0,161,0,0.0006,0.0,0.2734,0.0,1,0,0.0123,0.0,10971.18644067797,0,1,0,0,0,0,0,0,0,,,,,,,
B0D84YD59Y,20,Fossil,FBA79518,AX5725,B0D84YD59Y,"Armani Exchange Stainless Steel Analog Silver Dial Women's Watch-Ax5725, Band Color:Gold",70,1,0.0004,0.0003,91,1,0.0003,0.0002,0.9529,1.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,,,,,,,
B0D84YY632,20,Fossil,FBA79512,AX4180,B0D84YY632,"Armani Exchange Stainless Steel Analog Black Dial Men's Watch-Ax4180, Band Color:Gold",985,20,0.005,0.0053,1310,21,0.0048,0.0039,0.9175,0.5556,2,0,0.002,0.0,27106.77966101695,0,2,0,0,0,0,0,0,0,,,,,,,
B0D85171BL,20,Fossil,FBA79517,AX5724,B0D85171BL,"Armani Exchange Stainless Steel Analog Silver Dial Women's Watch-Ax5724, Band Color:Silver",108,1,0.0005,0.0003,135,1,0.0005,0.0002,0.7686,1.0,1,0,0.0093,0.0,9316.101694915254,0,1,0,0,0,0,0,0,0,,,,,,,
B0D853Y52R,20,Fossil,FBA79513,AX4181,B0D853Y52R,"Armani Exchange Stainless Steel Analog Black Dial Men's Watch-Ax4181, Band Color:Multicolor",333,5,0.0017,0.0013,494,5,0.0018,0.0009,0.9549,1.0,3,0,0.009,0.0,40660.16949152543,0,3,0,0,0,0,0,0,0,,,,,,,
B0D854LDQM,20,Fossil,FBA79514,AX4182,B0D854LDQM,"Armani Exchange Stainless Steel Analog Blue Dial Men's Watch-Ax4182, Band Color:Gray",509,11,0.0026,0.0029,704,11,0.0026,0.0021,0.9984,1.0,2,0,0.0039,0.0,27110.16949152543,0,2,0,0,0,0,0,0,0,,,,,,,
B0D8572WTJ,20,Fossil,FBA79515,AX4183,B0D8572WTJ,"Armani Exchange Stainless Steel Analog Black Dial Men's Watch-Ax4183, Band Color:Black",644,11,0.0032,0.0029,874,13,0.0032,0.0024,0.9909,0.8333,1,0,0.0016,0.0,13553.38983050847,0,1,0,0,0,0,0,0,0,,,,,,,
B0D858SPK4,20,Fossil,FBA79520,AX7161SET,B0D858SPK4,"Armani Exchange Stainless Steel Analog Silver Dial Women's Watch-Ax7161Set, Band Color:Multicolor",42,1,0.0002,0.0003,51,1,0.0002,0.0002,1.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,,,,,,,
B0D933B79H,20,Fossil,FBA79533,FS6071,B0D933B79H,Fossil Everett Brown Watch FS6071,174,2,0.0009,0.0005,219,2,0.0008,0.0004,0.7171,1.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,,,,,,,
B0D9345QY7,20,Fossil,FBA79507,AR60080,B0D9345QY7,"Emporio Armani Stainless Steel Analog Green Dial Men's Watch-Ar60080, Band Color:Silver",78,3,0.0004,0.0008,109,5,0.0004,0.0009,1.0,1.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,,,,,,,
B0D935CGMF,20,Fossil,FBA79502,AR11635,B0D935CGMF,"Emporio Armani Leather Analog Multicolor Dial Men's Watch-Ar11635, Band Color:Black",130,5,0.0007,0.0013,159,5,0.0006,0.0009,0.7687,1.0,1,0,0.0077,0.0,14531.35593220339,0,1,0,0,0,0,0,0,0,,,,,,,
B0D935S1B3,20,Fossil,FBA79503,AR11636,B0D935S1B3,"Emporio Armani Stainless Steel Analog Multicolor Dial Men's Watch-Ar11636, Band Color:Silver",69,3,0.0003,0.0008,93,4,0.0003,0.0008,1.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,,,,,,,
B0D935TKFD,20,Fossil,FBA79500,AR11625,B0D935TKFD,"Emporio Armani Stainless Steel Analog Multicolor Dial Women's Watch-Ar11625, Band Color:Silver",17,1,0.0001,0.0003,19,1,0.0001,0.0002,0.9474,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,,,,,,,
B0D935TWSR,20,Fossil,FBA79504,AR11637,B0D935TWSR,"Emporio Armani Stainless Steel Analog Multicolor Dial Men's Watch-Ar11637, Band Color:Silver",74,3,0.0004,0.0008,111,5,0.0004,0.0009,0.9565,1.0,1,0,0.0135,0.0,16606.77966101695,0,1,0,0,0,0,0,0,0,,,,,,,
B0D935VW9J,20,Fossil,FBA79501,AR11626,B0D935VW9J,"Emporio Armani Stainless Steel Analog Multicolor Dial Women's Watch-Ar11626, Band Color:Multicolor",18,0,0.0001,0.0,20,0,0.0001,0.0,0.9444,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,,,,,,,
B0D9362N4Q,20,Fossil,FBA79529,ES5363,B0D9362N4Q,Fossil Harlow Silver Watch ES5363,444,9,0.0022,0.0024,646,12,0.0024,0.0023,0.9562,1.0,4,0,0.009,0.0,45742.37288135594,0,4,0,0,0,0,0,0,0,,,,,,,
B0D9363BB2,20,Fossil,FBA79498,AR11623,B0D9363BB2,Emporio Armani Black Watch AR11623,37,0,0.0002,0.0,40,0,0.0001,0.0,0.9737,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,,,,,,,
B0D93652ZY,20,Fossil,FBA79528,ES5362,B0D93652ZY,Fossil Harlow Two Tone Watch ES5362,2206,33,0.0111,0.0087,3044,49,0.0111,0.0092,0.3315,0.4667,4,0,0.0018,0.0,45745.76271186441,0,4,0,0,0,0,0,0,0,,,,,,,
B0D9369MTM,20,Fossil,FBA79530,ES5364,B0D9369MTM,Fossil Harlow Brown Watch ES5364,492,3,0.0025,0.0008,613,3,0.0022,0.0006,0.9638,0.0,2,0,0.0041,0.0,20322.03389830509,0,2,0,0,0,0,0,0,0,,,,,,,
B0D936FLK4,20,Fossil,FBA79497,AR11622,B0D936FLK4,"Emporio Armani Stainless Steel Analog Black Dial Men's Watch-Ar11622, Band Color:Silver",13,0,0.0001,0.0,18,0,0.0001,0.0,1.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,,,,,,,
B0D936GPVL,20,Fossil,FBA79527,ES5361,B0D936GPVL,Fossil Harlow Gold Watch ES5361,1613,19,0.0081,0.005,2081,29,0.0076,0.0054,0.9756,0.9167,5,0,0.0031,0.0,57173.72881355933,0,5,0,0,0,0,0,0,0,,,,,,,
B0D936P9C1,20,Fossil,FBA79538,ME3261,B0D936P9C1,Fossil Everett Brown Watch ME3261,269,9,0.0014,0.0024,381,19,0.0014,0.0036,0.7604,1.0,1,0,0.0037,0.0,16944.91525423729,0,1,0,0,0,0,0,0,0,,,,,,,
B0D936RRVB,20,Fossil,FBA79506,AR60079,B0D936RRVB,"Emporio Armani Stainless Steel Analog Blue Dial Men's Watch-Ar60079, Band Color:Silver",71,5,0.0004,0.0013,104,5,0.0004,0.0009,1.0,1.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,,,,,,,
B0D936YHDH,20,Fossil,FBA79499,AR11624,B0D936YHDH,"Emporio Armani Leather Analog Silver Dial Women's Watch-Ar11624, Band Color:Black",34,0,0.0002,0.0,38,0,0.0001,0.0,0.8333,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,,,,,,,
B0D954M6YQ,20,Fossil,FBA79525,ES5357,B0D954M6YQ,Fossil Neutra Silver Watch ES5357,244,3,0.0012,0.0008,326,10,0.0012,0.0019,0.9718,1.0,2,0,0.0082,0.0,13723.72881355932,0,2,0,0,0,0,0,0,0,,,,,,,
B0D955B6SX,20,Fossil,FBA79540,MK4843,B0D955B6SX,Michael Kors Lexington Silver Watch MK4843,64,0,0.0003,0.0,69,0,0.0003,0.0,1.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,,,,,,,
B0D955BY7N,20,Fossil,FBA79541,MK4845,B0D955BY7N,Michael Kors Harlowe Rose Gold Watch MK4845,44,1,0.0002,0.0003,63,13,0.0002,0.0024,1.0,1.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,,,,,,,
B0D955GP1C,20,Fossil,FBA79542,MK4847,B0D955GP1C,Michael Kors Analog Women Rylee Gold Watch MK4847,293,4,0.0015,0.0011,332,5,0.0012,0.0009,1.0,1.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,,,,,,,
B0D955L5S7,20,Fossil,FBA79539,MK4842,B0D955L5S7,Michael Kors Lexington Gold Watch MK4842,211,3,0.0011,0.0008,274,3,0.001,0.0006,0.9877,1.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,,,,,,,
B0D955NZTN,20,Fossil,FBA79557,MK9178,B0D955NZTN,Michael Kors Accelerator 2.0 Gun-Metal Watch MK9178,11,0,0.0001,0.0,13,0,0.0,0.0,0.9091,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,,,,,,,
B0D955VQ4S,20,Fossil,FBA79545,MK7488,B0D955VQ4S,Michael Kors Lennox Silver Watch MK7488,28,0,0.0001,0.0,41,0,0.0001,0.0,1.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,,,,,,,
B0D955YGX7,20,Fossil,FBA79556,MK9177,B0D955YGX7,Michael Kors Analog Men Accelerator 2.0 Black Dial Gold Watch MK9177,365,7,0.0018,0.0019,499,8,0.0018,0.0015,1.0,1.0,1,0,0.0027,0.0,12455.08474576271,0,1,0,0,0,0,0,0,0,,,,,,,
B0D9564Z9T,20,Fossil,FBA79555,MK9176,B0D9564Z9T,Michael Kors Accelerator 2.0 Silver Watch MK9176,65,1,0.0003,0.0003,80,1,0.0003,0.0002,1.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,,,,,,,
B0D9568856,20,Fossil,FBA79554,MK7506,B0D9568856,Michael Kors Brynn Silver Watch MK7506,33,0,0.0002,0.0,46,0,0.0002,0.0,1.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,,,,,,,
B0D9573TBX,20,Fossil,FBA79558,MK9179,B0D9573TBX,Michael Kors Accelerator 2.0 Black Watch MK9179,249,10,0.0013,0.0027,392,13,0.0014,0.0024,1.0,1.0,1,0,0.004,0.0,10379.66101694915,0,1,0,0,0,0,0,0,0,,,,,,,
B0D9574DPS,20,Fossil,FBA79526,ES5358,B0D9574DPS,Fossil Neutra Gold Watch ES5358,146,1,0.0007,0.0003,193,1,0.0007,0.0002,0.988,1.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,,,,,,,
B0D9ZN5NBD,20,Fossil,FBA79636,FS6085,B0D9ZN5NBD,Fossil Men's Machine Brown Quartz Analog Leather Watch FS6085,36,0,0.0002,0.0,53,0,0.0002,0.0,0.825,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,,,,,,,
B0DB1J1HST,20,Fossil,FBA79495,AR11620,B0DB1J1HST,"Emporio Armani Stainless Steel Analog Blue Dial Men's Watch-Ar11620, Band Color:Silver",53,1,0.0003,0.0003,71,1,0.0003,0.0002,0.9844,1.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,,,,,,,
B0DC64BD5R,20,Fossil,FBA79637,FS6086,B0DC64BD5R,Fossil Sport Tourer Black Quartz Leather Watch FS6086,1172,19,0.0059,0.005,1668,19,0.0061,0.0036,0.894,1.0,4,0,0.0034,0.0,30710.16949152543,0,4,0,0,0,0,0,0,0,,,,,,,
B0DC674ZNR,20,Fossil,FBA79638,FS6087,B0DC674ZNR,Fossil Sport Tourer Black Quartz Silicone Watch FS6087,890,11,0.0045,0.0029,1219,15,0.0044,0.0028,0.8847,1.0,3,0,0.0034,0.0,23339.83050847458,0,3,0,0,0,0,0,0,0,,,,,,,
B0DJ2V3TH2,20,Fossil,FBA79640,FS6090,B0DJ2V3TH2,Fossil Men's Everett Gold Quartz Analog Stainless Steel Watch FS6090,359,10,0.0018,0.0027,478,14,0.0017,0.0026,0.7426,1.0,1,0,0.0028,0.0,11434.74576271187,0,1,0,0,0,0,0,0,0,,,,,,,
B0DJ2VFZWN,20,Fossil,FBA79641,FS6094,B0DJ2VFZWN,Fossil Men's Minimalist Brown Analog Quartz Leather Watch FS6094,413,2,0.0021,0.0005,569,3,0.0021,0.0006,0.8565,1.0,1,0,0.0024,0.0,6775.42372881356,0,1,0,0,0,0,0,0,0,,,,,,,
B0DJ2W8W79,20,Fossil,FBA79649,MK9191,B0DJ2W8W79,Michael Kors Sage Silver Watch MK9191,184,9,0.0009,0.0024,256,12,0.0009,0.0023,1.0,1.0,1,0,0.0054,0.0,17368.64406779661,0,1,0,0,0,0,0,0,0,,,,,,,
B0DJ2WJ9R7,20,Fossil,FBA79644,MK4863,B0DJ2WJ9R7,Michael Kors Lexington Rose Gold Watch MK4863,144,0,0.0007,0.0,187,0,0.0007,0.0,0.9938,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,,,,,,,
B0DJ2WKCPD,20,Fossil,FBA79631,ES5386,B0DJ2WKCPD,Fossil Women's Harlow Pink Quartz Analog Stainless Steel Watch ES5386,335,7,0.0017,0.0019,467,7,0.0017,0.0013,0.9322,1.0,4,0,0.0119,0.0,45742.37288135594,0,4,0,0,0,0,0,0,0,,,,,,,
B0DJ2WNH1Y,20,Fossil,FBA79645,MK4864,B0DJ2WNH1Y,Michael Kors Lexington Silver Watch MK4864,76,0,0.0004,0.0,84,0,0.0003,0.0,1.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,,,,,,,
