asin,week,brand,sku,model,(parent) asin,title,sessions,sessions - total - b2b,session percentage - total,session percentage - total - b2b,page views - total,page views - total - b2b,page views percentage - total,page views percentage - total - b2b,buy_box_pct,featured offer percentage - b2b,units_ordered,units ordered - b2b,conversion_pct,unit session percentage - b2b,ordered_product_sales,ordered product sales - b2b,total order items,total order items - b2b,gmv,spend,clicks,impressions,attributed_sales,ams_orders,ad_channel,acos,roas,tacos,cac,attributed_sales_pct,organic_sales_pct,category_l0,category_l1,category_l2,Model,units
B07T53T1KV,23,Fossil,0.0,0.0,B07T53T1KV,Diesel Mr. Daddy Slim Grey Quartz Stainless Steel Watch DZ7487,276.0,6.0,0.0012,0.0015,381.0,8.0,0.0012,0.0014,0.8623,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,Traditional Watch,,,0.0,0.0
B07T62VK1C,23,Fossil,0.0,0.0,B07T62VK1C,Diesel D-Sruptor Silver Watch DZ2212,108.0,3.0,0.0005,0.0008,149.0,4.0,0.0005,0.0007,0.9774,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,Traditional Watch,,,0.0,0.0
B07T62XNWY,23,Fossil,0.0,0.0,B07T62XNWY,Diesel D-Era Silver Quartz Stainless Steel Watch DZ5609,15.0,0.0,0.0001,0.0,15.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,Traditional Watch,,,0.0,0.0
B07T62YVHY,23,Fossil,0.0,0.0,B07T62YVHY,Diesel Wonder-D White Watch DZ5618,76.0,2.0,0.0003,0.0005,98.0,2.0,0.0003,0.0004,0.9875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0
B07T63MQ9G,23,Fossil,0.0,0.0,B07T63MQ9G,Diesel Scraper Black Watch DZ2210SET,7.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,Traditional Watch,,,0.0,0.0
B07T63ZJTR,23,Fossil,0.0,0.0,B07T63ZJTR,"Diesel Stainless Steel Analog Yellow Dial Men's Watch-Dz4662, Band Color -Gold",78.0,1.0,0.0003,0.0003,102.0,1.0,0.0003,0.0002,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0
B07T64HT6R,23,Fossil,0.0,0.0,B07T64HT6R,Diesel D-Era Gold Quartz Stainless Steel Watch DZ5611,63.0,1.0,0.0003,0.0003,100.0,4.0,0.0003,0.0007,0.8429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,Traditional Watch,,,0.0,0.0
B07T655VD8,23,Fossil,0.0,0.0,B07T655VD8,"Diesel Stainless Steel Analog Gold Dial Men Watch-Dz4659, Gold Band",44.0,3.0,0.0002,0.0008,49.0,3.0,0.0002,0.0005,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,Traditional Watch,,,0.0,0.0
B07WQ9WRJ9,23,Fossil,0.0,0.0,B07WQ9WRJ9,Fossil Men's Black Dial Analog Watch-FS5665,430.0,7.0,0.0019,0.0018,547.0,7.0,0.0018,0.0013,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,Traditional Watch,,,0.0,0.0
B0846PC77Q,23,Fossil,0.0,0.0,B0846PC77Q,Armani Exchange Analogue Men's Watch (Black Dial Black Colored Strap),132.0,1.0,0.0006,0.0003,164.0,1.0,0.0005,0.0002,0.9868,0.0,1.0,0.0,0.0076,0.0,13131.35593220339,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,Traditional Watch,,,0.0,1.0
B0846PJPW9,23,Fossil,0.0,0.0,B0846PJPW9,Armani Exchange Black Dial Analog Men's Watch,3667.0,83.0,0.0164,0.0209,4809.0,102.0,0.0157,0.0183,0.0207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0
B0846Q1JT5,23,Fossil,0.0,0.0,B0846Q1JT5,Armani Exchange Analog Silver Dial Women's Stainless Steel Watch-Ax5901,832.0,6.0,0.0037,0.0015,1039.0,6.0,0.0034,0.0011,0.9917,1.0,1.0,0.0,0.0012,0.0,13130.50847457627,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,Traditional Watch,,,0.0,1.0
B084CG2ZVZ,23,Fossil,0.0,0.0,B084CG2ZVZ,Fossil Neutra Chrono Grey Quartz Stainless Steel Watch FS5699,199.0,3.0,0.0009,0.0008,274.0,5.0,0.0009,0.0009,0.9237,0.0,1.0,0.0,0.005,0.0,12282.20338983051,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,Traditional Watch,,,0.0,1.0
B08QTW81S9,23,Fossil,0.0,0.0,B08QTW81S9,Fossil Everett Analog Blue Dial Men's Watch-FS5822,598.0,15.0,0.0027,0.0038,796.0,26.0,0.0026,0.0047,0.5584,0.4737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,Traditional Watch,,,0.0,0.0
B08QVCPDVT,23,Fossil,0.0,0.0,B08QVCPDVT,Fossil Neutra Silver Watch FS5792,1310.0,22.0,0.0059,0.0055,1771.0,28.0,0.0058,0.005,0.9796,0.9167,2.0,0.0,0.0015,0.0,24564.40677966102,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,Traditional Watch,,,0.0,2.0
B08SW1LBDF,23,Fossil,0.0,0.0,B08SW1LBDF,Diesel Silicone Mega Chief Analog-Digital Black Dial Men's Watch-Dz4548,327.0,5.0,0.0015,0.0013,399.0,5.0,0.0013,0.0009,0.9486,1.0,1.0,0.0,0.0031,0.0,15250.84745762712,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,Traditional Watch,,,0.0,1.0
B08XBYKWW3,23,Fossil,0.0,0.0,B08XBYKWW3,Emporio Armani Diver Analog Green Dial Men's Watch-AR11338,173.0,5.0,0.0008,0.0013,247.0,6.0,0.0008,0.0011,0.973,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,Traditional Watch,,,0.0,0.0
B09BBK2LV4,23,Fossil,0.0,0.0,B09BBK2LV4,Emporio Armani Silver Watch AR11360,340.0,9.0,0.0015,0.0023,422.0,18.0,0.0014,0.0032,0.867,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,Traditional Watch,,,0.0,0.0
B09CSXR4TR,23,Fossil,0.0,0.0,B09CSXR4TR,Armani Exchange A?X Analog Black Dial Women's Stainless Steel Watch-Ax5911,217.0,1.0,0.001,0.0003,272.0,1.0,0.0009,0.0002,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,Traditional Watch,,,0.0,0.0
B09GYMBKMQ,23,Fossil,0.0,0.0,B09GYMBKMQ,Armani Exchange Black Watch AX2429,180.0,5.0,0.0008,0.0013,267.0,10.0,0.0009,0.0018,0.9874,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0
B09GYQ4RS7,23,Fossil,0.0,0.0,B09GYQ4RS7,Fossil Everett Analog Gray Dial Men's Stainless Steel Watch-Me3206,2123.0,38.0,0.0095,0.0096,2662.0,54.0,0.0087,0.0097,0.8485,1.0,2.0,0.0,0.0009,0.0,37276.27118644068,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,Traditional Watch,,,0.0,2.0
B09NC2NFR9,23,Fossil,0.0,0.0,B09NC2NFR9,"Fossil Machine Analog Black Dial Men's Watch-FS5901 Genuine Leather, Brown Strap",184.0,1.0,0.0008,0.0003,234.0,1.0,0.0008,0.0002,0.9437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,Traditional Watch,,,0.0,0.0
B09SHQSHBF,23,Fossil,0.0,0.0,B09SHQSHBF,"Fossil Bronson Analog Black Dial Men's Watch-ME3218 Stainless Steel, Grey Strap",1527.0,37.0,0.0068,0.0093,1803.0,44.0,0.0059,0.0079,0.9652,0.92,1.0,0.0,0.0007,0.0,13641.52542372881,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,Traditional Watch,,,0.0,1.0
B0B75LLWV6,23,Fossil,0.0,0.0,B0B75LLWV6,Emporio Armani Analog White Dial Women's Watch-AR11484,29.0,1.0,0.0001,0.0003,38.0,2.0,0.0001,0.0004,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,Traditional Watch,,,0.0,0.0
B0BFXL8ZP9,23,Fossil,0.0,0.0,B0BFXL8ZP9,"Fossil Neutra Analog Green Dial Men's Watch-FS5963 Genuine Leather, Brown Strap",929.0,14.0,0.0042,0.0035,1283.0,35.0,0.0042,0.0063,0.9136,0.8462,3.0,0.0,0.0032,0.0,33033.05084745763,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,Traditional Watch,,,0.0,3.0
B0BFZRGPJ6,23,Fossil,0.0,0.0,B0BFZRGPJ6,Emporio Armani Analog Green Dial Men's Watch-AR11500,182.0,3.0,0.0008,0.0008,225.0,4.0,0.0007,0.0007,0.6471,0.25,1.0,0.0,0.0055,0.0,23723.72881355932,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,1.0
B0BQ34TRDX,23,Fossil,0.0,0.0,B0BQ34TRDX,Fossil Raquel Analog White Dial Women's Watch-Es5271 - Stainless Steel,138.0,0.0,0.0006,0.0,182.0,0.0,0.0006,0.0,0.6154,0.0,2.0,0.0,0.0145,0.0,22871.18644067797,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,Traditional Watch,,,0.0,2.0
B0BQ35JRM3,23,Fossil,0.0,0.0,B0BQ35JRM3,Fossil Machine Black Watch FS5971,113.0,1.0,0.0005,0.0003,139.0,1.0,0.0005,0.0002,0.8333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,Traditional Watch,,,0.0,0.0
B0BQZG6C28,23,Fossil,0.0,0.0,B0BQZG6C28,Emporio Armani Analog White Dial Women's Watch-AR80065SET,15.0,1.0,0.0001,0.0003,19.0,1.0,0.0001,0.0002,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,Traditional Watch,,,0.0,0.0
B0BQZH3LGP,23,Fossil,0.0,0.0,B0BQZH3LGP,Armani Exchange Analog Beige Dial Men's Watch-AX1739,97.0,3.0,0.0004,0.0008,162.0,6.0,0.0005,0.0011,0.6901,1.0,2.0,0.0,0.0206,0.0,17791.52542372881,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,Traditional Watch,,,0.0,2.0
B0BR5DZQSN,23,Fossil,0.0,0.0,B0BR5DZQSN,Diesel Spiked Analog Black Dial Men's Stainless Steel Watch-Dz4627,958.0,7.0,0.0043,0.0018,1156.0,7.0,0.0038,0.0013,0.9623,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,Traditional Watch,,,0.0,0.0
B0BS4BFLZW,23,Fossil,0.0,0.0,B0BS4BFLZW,Michael Kors Harlowe Analog Gold Dial Women's Watch-MK4709,117.0,1.0,0.0005,0.0003,152.0,1.0,0.0005,0.0002,0.8731,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0
B0BS4BHNVN,23,Fossil,0.0,0.0,B0BS4BHNVN,Michael Kors Harlowe Analog Rose Gold Dial Women's Stainless Steel Watch-Mk4710,300.0,5.0,0.0013,0.0013,382.0,6.0,0.0012,0.0011,0.9944,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,Traditional Watch,,,0.0,0.0
B0C77PPS9S,23,Fossil,0.0,0.0,B0C77PPS9S,Fossil Analog White Dial Women's Watch-Es5310 - Leather,880.0,10.0,0.0039,0.0025,1129.0,10.0,0.0037,0.0018,0.9345,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,Traditional Watch,,,0.0,0.0
B0C77Q5TQ5,23,Fossil,0.0,0.0,B0C77Q5TQ5,Fossil Analog Gray Dial Women's Watch-Es5303 - Leather,571.0,6.0,0.0026,0.0015,747.0,8.0,0.0024,0.0014,0.8866,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,Traditional Watch,,,0.0,0.0
B0C7WKTMFC,23,Fossil,0.0,0.0,B0C7WKTMFC,Michael Kors Analog Black Dial Men's Stainless Steel Watch-Mk9113,71.0,2.0,0.0003,0.0005,94.0,4.0,0.0003,0.0007,1.0,1.0,1.0,0.0,0.0141,0.0,17368.64406779661,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,Traditional Watch,,,0.0,1.0
B0C89RHY4W,23,Fossil,0.0,0.0,B0C89RHY4W,Fossil Analog White Dial Women's Watch-Es5306 - Stainless Steel,115.0,1.0,0.0005,0.0003,153.0,2.0,0.0005,0.0004,0.9545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,Traditional Watch,,,0.0,0.0
B0CBCWGTGR,23,Fossil,0.0,0.0,B0CBCWGTGR,Diesel Scraper Brown Watch DZ2189,48.0,1.0,0.0002,0.0003,65.0,1.0,0.0002,0.0002,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,Traditional Watch,,,0.0,0.0
B0CCHHGG9B,23,Fossil,0.0,0.0,B0CCHHGG9B,Emporio Armani Silver Watch AR11575,41.0,0.0,0.0002,0.0,50.0,0.0,0.0002,0.0,0.8958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,Traditional Watch,,,0.0,0.0
B0CCHKHCTD,23,Fossil,0.0,0.0,B0CCHKHCTD,Emporio Armani Analog Gray Dial Men's Ceramic Watch-Ar70010,100.0,4.0,0.0004,0.001,138.0,15.0,0.0005,0.0027,0.7438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,Traditional Watch,,,0.0,0.0
B0CCHLL1ZJ,23,Fossil,0.0,0.0,B0CCHLL1ZJ,Emporio Armani Analog Silver Dial Women's Watch-AR11568,8.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.8889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,Traditional Watch,,,0.0,0.0
B0CF5XZR93,23,Fossil,0.0,0.0,B0CF5XZR93,Fossil Analog Black Dial Men's Watch-Fs6032 - Stainless Steel,385.0,8.0,0.0017,0.002,537.0,11.0,0.0018,0.002,0.927,1.0,1.0,0.0,0.0026,0.0,11435.59322033898,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,Traditional Watch,,,0.0,1.0
B0CF61X2BG,23,Fossil,0.0,0.0,B0CF61X2BG,Fossil Analog Blue Dial Men's Watch-Fs6029 - Stainless Steel,232.0,5.0,0.001,0.0013,321.0,7.0,0.001,0.0013,0.9713,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,Traditional Watch,,,0.0,0.0
B0CFBB587Z,23,Fossil,0.0,0.0,B0CFBB587Z,"Fossil Analog Multicolor Dial Men's Watch-ME3253 Stainless Steel, Black Strap",794.0,12.0,0.0036,0.003,1024.0,14.0,0.0033,0.0025,0.8165,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,Traditional Watch,,,0.0,0.0
B0CFBCTN93,23,Fossil,0.0,0.0,B0CFBCTN93,"Fossil Machine Brown Automatic Leather Watch Me3254 - Analog, Men",781.0,13.0,0.0035,0.0033,974.0,14.0,0.0032,0.0025,0.9474,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,Traditional Watch,,,0.0,0.0
B0CHXGWVZJ,23,Fossil,0.0,0.0,B0CHXGWVZJ,"Armani Exchange Stainless Steel Analog Green Dial Men Watch-Ax1746, Gold Band",1024.0,31.0,0.0046,0.0078,1437.0,44.0,0.0047,0.0079,0.9674,0.9333,2.0,0.0,0.002,0.0,29650.84745762712,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,Traditional Watch,,,0.0,2.0
B0CHXTNMNX,23,Fossil,0.0,0.0,B0CHXTNMNX,"Armani Exchange Stainless Steel Analog Blue Dial Men's Watch-Ax7151Set, Band Color:Gold",553.0,13.0,0.0025,0.0033,690.0,15.0,0.0023,0.0027,0.936,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,Traditional Watch,,,0.0,0.0
B0CJ6ZHK1S,23,Fossil,0.0,0.0,B0CJ6ZHK1S,"Fossil Stainless Steel Analog Brown Dial Women's Watch-Es5323, Band Color:Rose Gold",206.0,3.0,0.0009,0.0008,278.0,3.0,0.0009,0.0005,0.7375,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,Traditional Watch,,,0.0,0.0
B0CJ6ZW8F6,23,Fossil,0.0,0.0,B0CJ6ZW8F6,"Fossil Watch Ring Gold dial ES5319 for Women, Analog, Stainless Steel, Gold Strap",231.0,6.0,0.001,0.0015,306.0,10.0,0.001,0.0018,0.9853,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,Traditional Watch,,,0.0,0.0
B0CR5JQFD5,23,Fossil,0.0,0.0,B0CR5JQFD5,"Armani Exchange Stainless Steel Analog Black Dial Men's Watch-Ax2761, Band Color:Black",21.0,0.0,0.0001,0.0,32.0,0.0,0.0001,0.0,1.0,0.0,1.0,0.0,0.0476,0.0,9488.13559322034,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,1.0
B0CR5NKB4C,23,Fossil,0.0,0.0,B0CR5NKB4C,"Armani Exchange Stainless Steel Analog Men's Watch-Ax1962, Dial-Color:Black, Band Color:Two-Tone",188.0,5.0,0.0008,0.0013,274.0,7.0,0.0009,0.0013,0.8921,1.0,2.0,0.0,0.0106,0.0,19273.72881355932,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,2.0
B0CR5PZRNY,23,Fossil,0.0,0.0,B0CR5PZRNY,"Emporio Armani Stainless Steel Analog Blue Dial Men's Watch-Ar11582, Band Color:Silver",44.0,0.0,0.0002,0.0,62.0,0.0,0.0002,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,Traditional Watch,,,0.0,0.0
B0CR5RR8Z6,23,Fossil,0.0,0.0,B0CR5RR8Z6,"Emporio Armani Stainless Steel Analog Multicolor Dial Women's Watch-Ar11596, Dial-Color:Silver, Band Color:Silver",14.0,0.0,0.0001,0.0,19.0,0.0,0.0001,0.0,0.875,0.0,1.0,0.0,0.0714,0.0,13641.52542372881,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,Traditional Watch,,,0.0,1.0
B0CR5S175Y,23,Fossil,0.0,0.0,B0CR5S175Y,"Armani Exchange Stainless Steel Analog Black Dial Men's Watch-Ax2454, Band Color:Grey",169.0,7.0,0.0008,0.0018,189.0,10.0,0.0006,0.0018,0.8674,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,Traditional Watch,,,0.0,0.0
B0CRCTQH2C,23,Fossil,0.0,0.0,B0CRCTQH2C,"Michael Kors Stainless Steel Analog White Dial Women's Watch-Mk4805, Band Color:Gold",35.0,0.0,0.0002,0.0,44.0,0.0,0.0001,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,Traditional Watch,,,0.0,0.0
B0CRCWV9DV,23,Fossil,0.0,0.0,B0CRCWV9DV,"Fossil Men Sport Tourer Silver Quartz Stainless Steel Chronograph Watch Fs6048, Green Dial, Silver Band",672.0,15.0,0.003,0.0038,926.0,17.0,0.003,0.003,0.9875,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,Traditional Watch,,,0.0,0.0
B0CRCYMKY8,23,Fossil,0.0,0.0,B0CRCYMKY8,Michael Kors Analog White Dial Silver Strap Women's Watch-Mk7474,21.0,1.0,0.0001,0.0003,25.0,1.0,0.0001,0.0002,0.9565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,Traditional Watch,,,0.0,0.0
B0CRCZ8TGK,23,Fossil,0.0,0.0,B0CRCZ8TGK,"Fossil Women Carlie Gold Quartz Stainless Steel Analogue Watch Es5329, Dial-Color:White",425.0,2.0,0.0019,0.0005,538.0,2.0,0.0018,0.0004,0.9526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,Traditional Watch,,,0.0,0.0
B0CRCZYDY6,23,Fossil,0.0,0.0,B0CRCZYDY6,"Michael Kors Stainless Steel Analog White Dial Women's Watch-Mk4817Set, Band Color:Two-Tone",97.0,3.0,0.0004,0.0008,117.0,3.0,0.0004,0.0005,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,Traditional Watch,,,0.0,0.0
B0CRD1DRXG,23,Fossil,0.0,0.0,B0CRD1DRXG,"Fossil Men Townsman Silver Automatic Stainless Steel Analogue Watch Me3260, Blue Dial, Silver Band",2359.0,36.0,0.0106,0.0091,2949.0,43.0,0.0096,0.0077,0.9166,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,Traditional Watch,,,0.0,0.0
B0CRD2CVZL,23,Fossil,0.0,0.0,B0CRD2CVZL,Fossil Analog Women Gold Gold Scarlette Quartz Stainless Steel Watch ES5338,196.0,4.0,0.0009,0.001,293.0,4.0,0.001,0.0007,0.98,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,Traditional Watch,,,0.0,0.0
B0CRD3QWVJ,23,Fossil,0.0,0.0,B0CRD3QWVJ,Fossil Carlie Analog Women Silver Quartz Stainless Steel Watch ES5331,89.0,1.0,0.0004,0.0003,117.0,1.0,0.0004,0.0002,0.9615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,Traditional Watch,,,0.0,0.0
B0CRD7DH79,23,Fossil,0.0,0.0,B0CRD7DH79,"Fossil Men Sport Tourer Silver Quartz Stainless Steel Chronograph Watch Fs6045, Black Dial, Silver Band",128.0,4.0,0.0006,0.001,155.0,4.0,0.0005,0.0007,0.539,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,Traditional Watch,,,0.0,0.0
B0CRSQDJJ5,23,Fossil,0.0,0.0,B0CRSQDJJ5,"Michael Kors Analog Green Dial Men's Stainless Steel Watch-Mk9152, Band Color:Silver",136.0,2.0,0.0006,0.0005,160.0,4.0,0.0005,0.0007,1.0,1.0,1.0,0.0,0.0074,0.0,19486.4406779661,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,Traditional Watch,,,0.0,1.0
B0CRT23BD5,23,Fossil,0.0,0.0,B0CRT23BD5,"Michael Kors Stainless Steel Analog Blue Dial Men's Watch-Mk9153, Band Color:Gold",57.0,1.0,0.0003,0.0003,69.0,1.0,0.0002,0.0002,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,Traditional Watch,,,0.0,0.0
B0CSK4ZCQH,23,Fossil,0.0,0.0,B0CSK4ZCQH,Michael Kors Analog White Dial Men's Metal Band Watch-MK9163,304.0,6.0,0.0014,0.0015,365.0,7.0,0.0012,0.0013,0.997,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,Traditional Watch,,,0.0,0.0
B0CSK63BKG,23,Fossil,0.0,0.0,B0CSK63BKG,Michael Kors Analog Blue Dial Men's Metal Band Watch-MK9156,58.0,4.0,0.0003,0.001,83.0,5.0,0.0003,0.0009,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,Traditional Watch,,,0.0,0.0
B0CWRLQ99S,23,Fossil,0.0,0.0,B0CWRLQ99S,Armani Exchange Silver Watch AX1764,35.0,0.0,0.0002,0.0,49.0,0.0,0.0002,0.0,1.0,0.0,1.0,0.0,0.0286,0.0,8302.542372881357,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,Traditional Watch,,,0.0,1.0
B0CYMWQCKL,23,Fossil,0.0,0.0,B0CYMWQCKL,"Emporio Armani Leather Analog Beige Dial Men's Watch-Ar11610, Band Color-Brown",467.0,5.0,0.0021,0.0013,604.0,5.0,0.002,0.0009,0.9821,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,Traditional Watch,,,0.0,0.0
